分拣中心,日期,小时,货量
SC41,2023-12-10,13,-974138976.8
SC41,2023-12-10,14,-893441073.4
SC41,2023-12-10,15,-651347363.2
SC41,2023-12-10,16,-513008100.2
SC41,2023-12-10,17,-478423284.5
SC41,2023-12-10,18,-299735069.8
SC41,2023-12-10,19,-28820679.79
SC41,2023-12-10,20,-1786882147
SC41,2023-12-10,21,-2369059878
SC41,2023-12-10,22,-2761021124
SC41,2023-12-10,23,-2173079256
SC41,2023-12-11,0,-1899351419
SC41,2023-12-11,1,-3322086564
SC41,2023-12-11,2,-3507042132
SC41,2023-12-11,3,-3706225053
SC41,2023-12-11,4,-3122903643
SC41,2023-12-11,5,-1949147149
SC41,2023-12-11,6,-2596491640
SC41,2023-12-11,7,-2112761690
SC41,2023-12-11,8,-2347512989
SC41,2023-12-11,9,-2575150612
SC41,2023-12-11,10,-2191012123
SC41,2023-12-11,11,-2162557420
SC41,2023-12-11,12,-967459898.6
SC41,2023-12-11,13,-2062965960
SC41,2023-12-11,14,-1735736877
SC41,2023-12-11,15,-1821100986
SC41,2023-12-11,16,-1643259092
SC41,2023-12-11,17,-1970488176
SC41,2023-12-11,18,-1415621469
SC41,2023-12-11,19,-1287575306
SC41,2023-12-11,20,-1244893252
SC41,2023-12-11,21,-2610718991
SC41,2023-12-11,22,-2290603583
SC41,2023-12-11,23,-1671713795
SC41,2023-12-12,0,-1285722548
SC41,2023-12-12,1,-3655125530
SC41,2023-12-12,2,-3223490103
SC41,2023-12-12,3,-2874508269
SC41,2023-12-12,4,-2534710167
SC41,2023-12-12,5,-1781644103
SC41,2023-12-12,6,-2222463262
SC41,2023-12-12,7,-2626547491
SC41,2023-12-12,8,-3012264256
SC41,2023-12-12,9,-2250014459
SC41,2023-12-12,10,-2167360867
SC41,2023-12-12,11,-2277565657
SC41,2023-12-12,12,-835719656.4
SC41,2023-12-12,13,-1992869950
SC41,2023-12-12,14,-1818379033
SC41,2023-12-12,15,-1643888115
SC41,2023-12-12,16,-1533683325
SC41,2023-12-12,17,-1074496701
SC41,2023-12-12,18,-670412471.6
SC41,2023-12-12,19,0
SC41,2023-12-12,20,0
SC41,2023-12-12,21,0
SC41,2023-12-12,22,0
SC41,2023-12-12,23,0
SC41,2023-12-13,0,0
SC41,2023-12-13,1,0
SC41,2023-12-13,2,0
SC41,2023-12-13,3,0
SC41,2023-12-13,4,0
SC41,2023-12-13,5,0
SC41,2023-12-13,6,-541970749
SC41,2023-12-13,7,-1957107146
SC41,2023-12-13,8,-3225400045
SC41,2023-12-13,9,-2919260380
SC41,2023-12-13,10,-2263246811
SC41,2023-12-13,11,-2099243419
SC41,2023-12-13,12,-699747806.4
SC41,2023-12-13,13,-2000841384
SC41,2023-12-13,14,-1486964089
SC41,2023-12-13,15,-1268292899
SC41,2023-12-13,16,-1377628494
SC41,2023-12-13,17,-1301093577
SC41,2023-12-13,18,-317073224.8
SC41,2023-12-13,19,0
SC41,2023-12-13,20,0
SC41,2023-12-13,21,0
SC41,2023-12-13,22,-22191778.32
SC41,2023-12-13,23,-120525187.6
SC41,2023-12-14,0,-321082528.2
SC41,2023-12-14,1,-546444851.2
SC41,2023-12-14,2,-822143542.2
SC41,2023-12-14,3,-1146730500
SC41,2023-12-14,4,-1518757621
SC41,2023-12-14,5,-1936776805
SC41,2023-12-14,6,-2399339950
SC41,2023-12-14,7,-2904998954
SC41,2023-12-14,8,-3452305714
SC41,2023-12-14,9,-3653021163
SC41,2023-12-14,10,-2743111130
SC41,2023-12-14,11,-2395204352
SC41,2023-12-14,12,-615527375.4
SC41,2023-12-14,13,-1190911661
SC41,2023-12-14,14,-1231054751
SC41,2023-12-14,15,-1578961528
SC41,2023-12-14,16,-1418389169
SC41,2023-12-14,17,-1338102990
SC41,2023-12-14,18,-481717076.4
SC41,2023-12-14,19,0
SC41,2023-12-14,20,0
SC41,2023-12-14,21,0
SC41,2023-12-14,22,0
SC41,2023-12-14,23,0
SC41,2023-12-15,0,0
SC41,2023-12-15,1,-218903362.5
SC41,2023-12-15,2,-575597499.5
SC41,2023-12-15,3,-989696686.1
SC41,2023-12-15,4,-1448419575
SC41,2023-12-15,5,-1938984821
SC41,2023-12-15,6,-2448611075
SC41,2023-12-15,7,-2964516992
SC41,2023-12-15,8,-3473921224
SC41,2023-12-15,9,-3443041924
SC41,2023-12-15,10,-2207869934
SC41,2023-12-15,11,-2887214529
SC41,2023-12-15,12,-988137592.7
SC41,2023-12-15,13,-2238749233
SC41,2023-12-15,14,-2377706082
SC41,2023-12-15,15,-1698361487
SC41,2023-12-15,16,-1327809890
SC41,2023-12-15,17,-1343249540
SC41,2023-12-15,18,-108077549.2
SC41,2023-12-15,19,0
SC41,2023-12-15,20,0
SC41,2023-12-15,21,0
SC41,2023-12-15,22,0
SC41,2023-12-15,23,0
SC41,2023-12-16,0,0
SC41,2023-12-16,1,0
SC41,2023-12-16,2,-229957433.4
SC41,2023-12-16,3,-1182690699
SC41,2023-12-16,4,-2099291961
SC41,2023-12-16,5,-2906254948
SC41,2023-12-16,6,-3530073386
SC41,2023-12-16,7,-3897241003
SC41,2023-12-16,8,-3934251526
SC41,2023-12-16,9,-3659768862
SC41,2023-12-16,10,-3549975796
SC41,2023-12-16,11,-3312090820
SC41,2023-12-16,12,-1518804078
SC41,2023-12-16,13,-3952550371
SC41,2023-12-16,14,-2452045137
SC41,2023-12-16,15,-4153837658
SC41,2023-12-16,16,-2506941670
SC41,2023-12-16,17,-2214160161
SC41,2023-12-16,18,-384275730.5
SC41,2023-12-16,19,0
SC41,2023-12-16,20,0
SC41,2023-12-16,21,0
SC41,2023-12-16,22,0
SC41,2023-12-16,23,0
SC41,2023-12-17,0,0
SC41,2023-12-17,1,0
SC41,2023-12-17,2,-60025622.15
SC41,2023-12-17,3,-1337010565
SC41,2023-12-17,4,-2553372640
SC41,2023-12-17,5,-3602650258
SC41,2023-12-17,6,-4378381828
SC41,2023-12-17,7,-4774105760
SC41,2023-12-17,8,-4683360465
SC41,2023-12-17,9,-4058912403
SC41,2023-12-17,10,-3413649406
SC41,2023-12-17,11,-3267944858
SC41,2023-12-17,12,-1748454574
SC41,2023-12-17,13,-2872461085
SC41,2023-12-17,14,-2435347442
SC41,2023-12-17,15,-2248013023
SC41,2023-12-17,16,-1644379897
SC41,2023-12-17,17,-1706824703
SC41,2023-12-17,18,-562003255.8
SC41,2023-12-17,19,0
SC41,2023-12-17,20,0
SC41,2023-12-17,21,0
SC41,2023-12-17,22,-214137343.4
SC41,2023-12-17,23,-602048077.2
SC41,2023-12-18,0,-1253229970
SC41,2023-12-18,1,-1892304776
SC41,2023-12-18,2,-2569385920
SC41,2023-12-18,3,-3245272003
SC41,2023-12-18,4,-3880761626
SC41,2023-12-18,5,-4436653388
SC41,2023-12-18,6,-4873745890
SC41,2023-12-18,7,-5152837734
SC41,2023-12-18,8,-5234727518
SC41,2023-12-18,9,-4661058749
SC41,2023-12-18,10,-3250789691
SC41,2023-12-18,11,-4230807172
SC41,2023-12-18,12,-2079549288
SC41,2023-12-18,13,-3179081095
SC41,2023-12-18,14,-2318577942
SC41,2023-12-18,15,-2007840692
SC41,2023-12-18,16,-2175160749
SC41,2023-12-18,17,-2175160749
SC41,2023-12-18,18,-836600288.2
SC41,2023-12-18,19,0
SC41,2023-12-18,20,0
SC41,2023-12-18,21,0
SC41,2023-12-18,22,0
SC41,2023-12-18,23,0
SC41,2023-12-19,0,0
SC41,2023-12-19,1,-153981364.5
SC41,2023-12-19,2,-750776566
SC41,2023-12-19,3,-1454308197
SC41,2023-12-19,4,-2243409743
SC41,2023-12-19,5,-3096914690
SC41,2023-12-19,6,-3993656522
SC41,2023-12-19,7,-4912468725
SC41,2023-12-19,8,-5832184785
SC41,2023-12-19,9,-5832184785
SC41,2023-12-19,10,-4031464137
SC41,2023-12-19,11,-5939690495
SC41,2023-12-19,12,-1505079944
SC41,2023-12-19,13,-3520812013
SC41,2023-12-19,14,-3171418454
SC41,2023-12-19,15,-2660766330
SC41,2023-12-19,16,-2284496344
SC41,2023-12-19,17,-1800720648
SC41,2023-12-19,18,-322517130.9
SC41,2023-12-19,19,0
SC41,2023-12-19,20,0
SC41,2023-12-19,21,0
SC41,2023-12-19,22,0
SC41,2023-12-19,23,0
SC41,2023-12-20,0,-684020923.7
SC41,2023-12-20,1,-1989204910
SC41,2023-12-20,2,-3380815673
SC41,2023-12-20,3,-4757142316
SC41,2023-12-20,4,-6016473944
SC41,2023-12-20,5,-7057099660
SC41,2023-12-20,6,-7777308567
SC41,2023-12-20,7,-8075389769
SC41,2023-12-20,8,-7849632370
SC41,2023-12-20,9,-7091945847
SC41,2023-12-20,10,-6425181708
SC41,2023-12-20,11,-5697802647
SC41,2023-12-20,12,-2212444645
SC41,2023-12-20,13,-4212737063
SC41,2023-12-20,14,-4030892298
SC41,2023-12-20,15,-3545972924
SC41,2023-12-20,16,-3273205776
SC41,2023-12-20,17,-3273205776
SC41,2023-12-20,18,-818301443.9
SC41,2023-12-20,19,0
SC41,2023-12-20,20,0
SC41,2023-12-20,21,0
SC41,2023-12-20,22,0
SC41,2023-12-20,23,0
SC41,2023-12-21,0,0
SC41,2023-12-21,1,0
SC41,2023-12-21,2,0
SC41,2023-12-21,3,0
SC41,2023-12-21,4,-961210695.6
SC41,2023-12-21,5,-2807492619
SC41,2023-12-21,6,-4652477564
SC41,2023-12-21,7,-6412161923
SC41,2023-12-21,8,-8002542087
SC41,2023-12-21,9,-8910393501
SC41,2023-12-21,10,-7901669708
SC41,2023-12-21,11,-5850597997
SC41,2023-12-21,12,-2084695838
SC41,2023-12-21,13,-3631405653
SC41,2023-12-21,14,-5480732606
SC41,2023-12-21,15,-2790802493
SC41,2023-12-21,16,-2723554240
SC41,2023-12-21,17,-2992547251
SC41,2023-12-21,18,-941475539.7
SC41,2023-12-21,19,0
SC41,2023-12-21,20,0
SC41,2023-12-21,21,-66349660.52
SC41,2023-12-21,22,-592567268.8
SC41,2023-12-21,23,-1357418204
SC41,2023-12-22,0,-2550773593
SC41,2023-12-22,1,-3706928151
SC41,2023-12-22,2,-4903117017
SC41,2023-12-22,3,-6064212058
SC41,2023-12-22,4,-7115085142
SC41,2023-12-22,5,-7980608139
SC41,2023-12-22,6,-8585652918
SC41,2023-12-22,7,-8855091346
SC41,2023-12-22,8,-8713795292
SC41,2023-12-22,9,-8152821346
SC41,2023-12-22,10,-7404856085
SC41,2023-12-22,11,-6058518615
SC41,2023-12-22,12,-3665029780
SC41,2023-12-22,13,-4824375934
SC41,2023-12-22,14,-3889419358
SC41,2023-12-22,15,-4188605462
SC41,2023-12-22,16,-3964215884
SC41,2023-12-22,17,-3627631516
SC41,2023-12-22,18,-1720320101
SC41,2023-12-22,19,0
SC41,2023-12-22,20,0
SC41,2023-12-22,21,0
SC41,2023-12-22,22,-1195464630
SC41,2023-12-22,23,-3096097508
SC41,2023-12-23,0,-5893410446
SC41,2023-12-23,1,-8545323722
SC41,2023-12-23,2,-11104698324
SC41,2023-12-23,3,-13321413224
SC41,2023-12-23,4,-14945347393
SC41,2023-12-23,5,-15726379802
SC41,2023-12-23,6,-15414389420
SC41,2023-12-23,7,-13759255220
SC41,2023-12-23,8,-10510856171
SC41,2023-12-23,9,-6651401171
SC41,2023-12-23,10,-6363994947
SC41,2023-12-23,11,-6733517235
SC41,2023-12-23,12,-3079352394
SC41,2023-12-23,13,-5296486117
SC41,2023-12-23,14,-6240820852
SC41,2023-12-23,15,-5707066437
SC41,2023-12-23,16,-5009079894
SC41,2023-12-23,17,-4187919256
SC41,2023-12-23,18,-5132253990
SC41,2023-12-23,19,0
SC41,2023-12-23,20,0
SC41,2023-12-23,21,0
SC41,2023-12-23,22,0
SC41,2023-12-23,23,0
SC41,2023-12-24,0,0
SC41,2023-12-24,1,0
SC41,2023-12-24,2,-562015613.5
SC41,2023-12-24,3,-4302733475
SC41,2023-12-24,4,-7785765352
SC41,2023-12-24,5,-10620180089
SC41,2023-12-24,6,-12415046532
SC41,2023-12-24,7,-12779433526
SC41,2023-12-24,8,-11322409916
SC41,2023-12-24,9,-8922059014
SC41,2023-12-24,10,-8967348654
SC41,2023-12-24,11,-6838735589
SC41,2023-12-24,12,-3079695497
SC41,2023-12-24,13,-6476418472
SC41,2023-12-24,14,-5434756760
SC41,2023-12-24,15,-5842363517
SC41,2023-12-24,16,-5389467120
SC41,2023-12-24,17,-5344177480
SC41,2023-12-24,18,-1177530631
SC41,2023-12-24,19,-226448198.3
SC41,2023-12-24,20,-360843683.4
SC41,2023-12-24,21,-417747037.1
SC41,2023-12-24,22,-441479337.4
SC41,2023-12-24,23,-476361662.1
SC41,2023-12-25,0,-616803544.1
SC41,2023-12-25,1,-823754950
SC41,2023-12-25,2,-1187556897
SC41,2023-12-25,3,-1756447730
SC41,2023-12-25,4,-2578665793
SC41,2023-12-25,5,-3702449433
SC41,2023-12-25,6,-5176036992
SC41,2023-12-25,7,-7047666818
SC41,2023-12-25,8,-9365577253
SC41,2023-12-25,9,-10893645120
SC41,2023-12-25,10,-8675482087
SC41,2023-12-25,11,-7443169290
SC41,2023-12-25,12,-3696938389
SC41,2023-12-25,13,-8083971945
SC41,2023-12-25,14,-7048829196
SC41,2023-12-25,15,-5520761328
SC41,2023-12-25,16,-6950244172
SC41,2023-12-25,17,-5717931375
SC41,2023-12-25,18,-3253305783
SC41,2023-12-25,19,0
SC41,2023-12-25,20,0
SC41,2023-12-25,21,0
SC41,2023-12-25,22,0
SC41,2023-12-25,23,0
SC41,2023-12-26,0,-1627522928
SC41,2023-12-26,1,-4467745511
SC41,2023-12-26,2,-7473138084
SC41,2023-12-26,3,-10355242356
SC41,2023-12-26,4,-12825600038
SC41,2023-12-26,5,-14595752839
SC41,2023-12-26,6,-15377242469
SC41,2023-12-26,7,-14881610639
SC41,2023-12-26,8,-12820399058
SC41,2023-12-26,9,-10234772357
SC41,2023-12-26,10,-10396374026
SC41,2023-12-26,11,-7433676765
SC41,2023-12-26,12,-3339767822
SC41,2023-12-26,13,-7756880103
SC41,2023-12-26,14,-7810747325
SC41,2023-12-26,15,-5763792854
SC41,2023-12-26,16,-5817660077
SC41,2023-12-26,17,-5656058408
SC41,2023-12-26,18,-2693361147
SC41,2023-12-26,19,-297379522.6
SC41,2023-12-26,20,0
SC41,2023-12-26,21,0
SC41,2023-12-26,22,-682594082.1
SC41,2023-12-26,23,-2567889550
SC41,2023-12-27,0,-5357579662
SC41,2023-12-27,1,-8220987614
SC41,2023-12-27,2,-11121427260
SC41,2023-12-27,3,-13809584657
SC41,2023-12-27,4,-16036145862
SC41,2023-12-27,5,-17551796934
SC41,2023-12-27,6,-18107223929
SC41,2023-12-27,7,-17453112905
SC41,2023-12-27,8,-15340149920
SC41,2023-12-27,9,-12482099174
SC41,2023-12-27,10,-12248788909
SC41,2023-12-27,11,-11723840813
SC41,2023-12-27,12,-5424463660
SC41,2023-12-27,13,-8224186839
SC41,2023-12-27,14,-6999307948
SC41,2023-12-27,15,-6066066888
SC41,2023-12-27,16,-5482791226
SC41,2023-12-27,17,-6066066888
SC41,2023-12-27,18,-2274775083
SC41,2023-12-27,19,0
SC41,2023-12-27,20,0
SC41,2023-12-27,21,-1042075887
SC41,2023-12-27,22,-3393279603
SC41,2023-12-27,23,-6532958988
SC41,2023-12-28,0,-10972231620
SC41,2023-12-28,1,-15026132962
SC41,2023-12-28,2,-18882285466
SC41,2023-12-28,3,-22190303202
SC41,2023-12-28,4,-24599800237
SC41,2023-12-28,5,-25760390638
SC41,2023-12-28,6,-25321688474
SC41,2023-12-28,7,-22933307811
SC41,2023-12-28,8,-18244862718
SC41,2023-12-28,9,-13257512702
SC41,2023-12-28,10,-14141346882
SC41,2023-12-28,11,-10921665226
SC41,2023-12-28,12,-4545432926
SC41,2023-12-28,13,-10542879149
SC41,2023-12-28,14,-9217127878
SC41,2023-12-28,15,-8396424711
SC41,2023-12-28,16,-7891376608
SC41,2023-12-28,17,-5681791158
SC41,2023-12-28,18,-1136358232
SC41,2023-12-28,19,0
SC41,2023-12-28,20,-504955116.1
SC41,2023-12-28,21,-1644660037
SC41,2023-12-28,22,-3275584273
SC41,2023-12-28,23,-5254197334
SC41,2023-12-29,0,-8002825045
SC41,2023-12-29,1,-10416917703
SC41,2023-12-29,2,-12741799905
SC41,2023-12-29,3,-14823020361
SC41,2023-12-29,4,-16506127783
SC41,2023-12-29,5,-17636670883
SC41,2023-12-29,6,-18060198371
SC41,2023-12-29,7,-17622258960
SC41,2023-12-29,8,-16168401360
SC41,2023-12-29,9,-13790695278
SC41,2023-12-29,10,-12703743926
SC41,2023-12-29,11,-13926564197
SC41,2023-12-29,12,-7540725004
SC41,2023-12-29,13,-11412989195
SC41,2023-12-29,14,-10258103384
SC41,2023-12-29,15,-9442889870
SC41,2023-12-29,16,-7065183788
SC41,2023-12-29,17,-7065183788
SC41,2023-12-29,18,-2649443920
SC41,2023-12-29,19,0
SC41,2023-12-29,20,0
SC41,2023-12-29,21,0
SC41,2023-12-29,22,0
SC41,2023-12-29,23,-319195856.7
SC41,2023-12-30,0,-3748407397
SC41,2023-12-30,1,-7634934333
SC41,2023-12-30,2,-11651991126
SC41,2023-12-30,3,-15448073366
SC41,2023-12-30,4,-18671676645
SC41,2023-12-30,5,-20971296552
SC41,2023-12-30,6,-21995428678
SC41,2023-12-30,7,-21392568614
SC41,2023-12-30,8,-18811211950
SC41,2023-12-30,9,-15663810728
SC41,2023-12-30,10,-16176178369
SC41,2023-12-30,11,-12004041867
SC41,2023-12-30,12,-5782434802
SC41,2023-12-30,13,-10466938945
SC41,2023-12-30,14,-9076226777
SC41,2023-12-30,15,-7978296119
SC41,2023-12-30,16,-8490663759
SC41,2023-12-30,17,-7905100741
SC41,2023-12-30,18,-2488642826
SC41,2023-12-30,19,0
SC41,2023-12-30,20,0
SC41,2023-12-30,21,0
SC41,2023-12-30,22,0
SC41,2023-12-30,23,0
SC43,2023-12-1,0,10511699728
SC43,2023-12-1,1,12792803744
SC43,2023-12-1,2,12308651055
SC43,2023-12-1,3,11591732650
SC43,2023-12-1,4,14384921240
SC43,2023-12-1,5,14561823184
SC43,2023-12-1,6,11638285793
SC43,2023-12-1,7,12327272312
SC43,2023-12-1,8,12615901800
SC43,2023-12-1,9,13528343406
SC43,2023-12-1,10,14589755070
SC43,2023-12-1,11,6685031360
SC43,2023-12-1,12,12299340426
SC43,2023-12-1,13,14524580670
SC43,2023-12-1,14,16042213137
SC43,2023-12-1,15,13761109122
SC43,2023-12-1,16,10651359158
SC43,2023-12-1,17,5865696040
SC43,2023-12-1,18,11759323965
SC43,2023-12-1,19,12485552999
SC43,2023-12-1,20,7597472966
SC43,2023-12-1,21,3193545622
SC43,2023-12-1,22,27931885.9
SC43,2023-12-1,23,0
SC43,2023-12-2,0,41629253.03
SC43,2023-12-2,1,41629253.03
SC43,2023-12-2,2,55505670.71
SC43,2023-12-2,3,0
SC43,2023-12-2,4,152640594.4
SC43,2023-12-2,5,2483878764
SC43,2023-12-2,6,2594890105
SC43,2023-12-2,7,7604276887
SC43,2023-12-2,8,18011590144
SC43,2023-12-2,9,17290016425
SC43,2023-12-2,10,18386253421
SC43,2023-12-2,11,5384050058
SC43,2023-12-2,12,4454330074
SC43,2023-12-2,13,8409109112
SC43,2023-12-2,14,9435964020
SC43,2023-12-2,15,7104725850
SC43,2023-12-2,16,7465512710
SC43,2023-12-2,17,5009386781
SC43,2023-12-2,18,10324054751
SC43,2023-12-2,19,11059504888
SC43,2023-12-2,20,3399722331
SC43,2023-12-2,21,13876417.68
SC43,2023-12-2,22,0
SC43,2023-12-2,23,0
SC43,2023-12-3,0,0
SC43,2023-12-3,1,0
SC43,2023-12-3,2,0
SC43,2023-12-3,3,0
SC43,2023-12-3,4,0
SC43,2023-12-3,5,849236761.8
SC43,2023-12-3,6,4821473228
SC43,2023-12-3,7,7040446703
SC43,2023-12-3,8,17724393061
SC43,2023-12-3,9,22025366338
SC43,2023-12-3,10,15751972194
SC43,2023-12-3,11,246552608.3
SC43,2023-12-3,12,22381497883
SC43,2023-12-3,13,18381866683
SC43,2023-12-3,14,18025735137
SC43,2023-12-3,15,14190472342
SC43,2023-12-3,16,11615367323
SC43,2023-12-3,17,5835078396
SC43,2023-12-3,18,10464788484
SC43,2023-12-3,19,3369552313
SC43,2023-12-3,20,0
SC43,2023-12-3,21,0
SC43,2023-12-3,22,0
SC43,2023-12-3,23,0
SC43,2023-12-4,0,0
SC43,2023-12-4,1,0
SC43,2023-12-4,2,0
SC43,2023-12-4,3,0
SC43,2023-12-4,4,0
SC43,2023-12-4,5,512621726.5
SC43,2023-12-4,6,5931765693
SC43,2023-12-4,7,7433015035
SC43,2023-12-4,8,17136212002
SC43,2023-12-4,9,24386147849
SC43,2023-12-4,10,25155080438
SC43,2023-12-4,11,2892651171
SC43,2023-12-4,12,29402517601
SC43,2023-12-4,13,28084347447
SC43,2023-12-4,14,19186698908
SC43,2023-12-4,15,17099596164
SC43,2023-12-4,16,19003619720
SC43,2023-12-4,17,9300422753
SC43,2023-12-4,18,24862153737
SC43,2023-12-4,19,16696821950
SC43,2023-12-4,20,3588352086
SC43,2023-12-4,21,0
SC43,2023-12-4,22,0
SC43,2023-12-4,23,0
SC43,2023-12-5,0,0
SC43,2023-12-5,1,0
SC43,2023-12-5,2,0
SC43,2023-12-5,3,0
SC43,2023-12-5,4,0
SC43,2023-12-5,5,1504573068
SC43,2023-12-5,6,6160860872
SC43,2023-12-5,7,9650198004
SC43,2023-12-5,8,16574351374
SC43,2023-12-5,9,31404034182
SC43,2023-12-5,10,26551674733
SC43,2023-12-5,11,6597028014
SC43,2023-12-5,12,24807006168
SC43,2023-12-5,13,26551674733
SC43,2023-12-5,14,28896073119
SC43,2023-12-5,15,27314967231
SC43,2023-12-5,16,18755187081
SC43,2023-12-5,17,11994596389
SC43,2023-12-5,18,19736563149
SC43,2023-12-5,19,5452089268
SC43,2023-12-5,20,8450738365
SC43,2023-12-5,21,272604463.4
SC43,2023-12-5,22,0
SC43,2023-12-5,23,0
SC43,2023-12-6,0,0
SC43,2023-12-6,1,0
SC43,2023-12-6,2,0
SC43,2023-12-6,3,0
SC43,2023-12-6,4,0
SC43,2023-12-6,5,0
SC43,2023-12-6,6,3009481656
SC43,2023-12-6,7,9507226139
SC43,2023-12-6,8,15526189450
SC43,2023-12-6,9,38644480349
SC43,2023-12-6,10,47878117247
SC43,2023-12-6,11,2462303173
SC43,2023-12-6,12,21545152761
SC43,2023-12-6,13,36592561039
SC43,2023-12-6,14,30983981590
SC43,2023-12-6,15,30778789659
SC43,2023-12-6,16,26538156417
SC43,2023-12-6,17,25785786003
SC43,2023-12-6,18,28111294555
SC43,2023-12-6,19,4172235932
SC43,2023-12-6,20,0
SC43,2023-12-6,21,1321504297
SC43,2023-12-6,22,914014086
SC43,2023-12-6,23,0
SC43,2023-12-7,0,0
SC43,2023-12-7,1,0
SC43,2023-12-7,2,0
SC43,2023-12-7,3,0
SC43,2023-12-7,4,0
SC43,2023-12-7,5,0
SC43,2023-12-7,6,5696493269
SC43,2023-12-7,7,16275695055
SC43,2023-12-7,8,32008866942
SC43,2023-12-7,9,67092031839
SC43,2023-12-7,10,30290876908
SC43,2023-12-7,11,3797662180
SC43,2023-12-7,12,25950691560
SC43,2023-12-7,13,48736664637
SC43,2023-12-7,14,46385730907
SC43,2023-12-7,15,44577320346
SC43,2023-12-7,16,37614939683
SC43,2023-12-7,17,29748353740
SC43,2023-12-7,18,34811903312
SC43,2023-12-7,19,5877334325
SC43,2023-12-7,20,0
SC43,2023-12-7,21,1757828144
SC43,2023-12-7,22,2255284229
SC43,2023-12-7,23,1868253388
SC43,2023-12-8,0,1174848835
SC43,2023-12-8,1,0
SC43,2023-12-8,2,0
SC43,2023-12-8,3,0
SC43,2023-12-8,4,0
SC43,2023-12-8,5,2441703675
SC43,2023-12-8,6,7208575170
SC43,2023-12-8,7,21407283837
SC43,2023-12-8,8,58433147209
SC43,2023-12-8,9,67826139096
SC43,2023-12-8,10,39974825941
SC43,2023-12-8,11,4368833436
SC43,2023-12-8,12,23045596376
SC43,2023-12-8,13,63675747332
SC43,2023-12-8,14,51879897054
SC43,2023-12-8,15,45326646900
SC43,2023-12-8,16,33967679966
SC43,2023-12-8,17,36261317520
SC43,2023-12-8,18,47729505290
SC43,2023-12-8,19,8846887708
SC43,2023-12-8,20,0
SC43,2023-12-8,21,1628957226
SC43,2023-12-8,22,1939983938
SC43,2023-12-8,23,1318862854
SC43,2023-12-9,0,188600464.2
SC43,2023-12-9,1,0
SC43,2023-12-9,2,0
SC43,2023-12-9,3,0
SC43,2023-12-9,4,0
SC43,2023-12-9,5,0
SC43,2023-12-9,6,4082352555
SC43,2023-12-9,7,18506664916
SC43,2023-12-9,8,56064308423
SC43,2023-12-9,9,69399993437
SC43,2023-12-9,10,57561171027
SC43,2023-12-9,11,2585489952
SC43,2023-12-9,12,53478818472
SC43,2023-12-9,13,67903130833
SC43,2023-12-9,14,57152935771
SC43,2023-12-9,15,44089407595
SC43,2023-12-9,16,39462741366
SC43,2023-12-9,17,33611369370
SC43,2023-12-9,18,48579995406
SC43,2023-12-9,19,4626666229
SC43,2023-12-9,20,0
SC43,2023-12-9,21,8058755725
SC43,2023-12-9,22,13101960044
SC43,2023-12-9,23,15327192655
SC43,2023-12-10,0,17584433902
SC43,2023-12-10,1,14265901431
SC43,2023-12-10,2,8326864766
SC43,2023-12-10,3,0
SC43,2023-12-10,4,0
SC43,2023-12-10,5,0
SC43,2023-12-10,6,2724254128
SC43,2023-12-10,7,27242541283
SC43,2023-12-10,8,41985563625
SC43,2023-12-10,9,1.00637E+11
SC43,2023-12-10,10,59292589852
SC43,2023-12-10,11,11538017485
SC43,2023-12-10,12,42947065082
SC43,2023-12-10,13,55767084509
SC43,2023-12-10,14,66183350294
SC43,2023-12-10,15,52081328924
SC43,2023-12-10,16,45991819696
SC43,2023-12-10,17,38940809011
SC43,2023-12-10,18,32210298811
SC43,2023-12-10,19,480750728.5
SC43,2023-12-10,20,2608214393
SC43,2023-12-10,21,27047855865
SC43,2023-12-10,22,36697305611
SC43,2023-12-10,23,27723292012
SC43,2023-12-11,0,98474221853
SC43,2023-12-11,1,1.55566E+11
SC43,2023-12-11,2,1.34492E+11
SC43,2023-12-11,3,1.68402E+11
SC43,2023-12-11,4,2.29709E+11
SC43,2023-12-11,5,1.79514E+11
SC43,2023-12-11,6,2.15149E+11
SC43,2023-12-11,7,2.57106E+11
SC43,2023-12-11,8,2.29901E+11
SC43,2023-12-11,9,2.72049E+11
SC43,2023-12-11,10,1.97523E+11
SC43,2023-12-11,11,1.03647E+11
SC43,2023-12-11,12,2.15915E+11
SC43,2023-12-11,13,1.76066E+11
SC43,2023-12-11,14,1.6936E+11
SC43,2023-12-11,15,2.20513E+11
SC43,2023-12-11,16,2.01546E+11
SC43,2023-12-11,17,1.13418E+11
SC43,2023-12-11,18,1.63038E+11
SC43,2023-12-11,19,1.09586E+11
SC43,2023-12-11,20,72227201632
SC43,2023-12-11,21,29887117916
SC43,2023-12-11,22,24714347508
SC43,2023-12-11,23,0
SC43,2023-12-12,0,4845107901
SC43,2023-12-12,1,7487894029
SC43,2023-12-12,2,6386733142
SC43,2023-12-12,3,2422553950
SC43,2023-12-12,4,2863018305
SC43,2023-12-12,5,16957877653
SC43,2023-12-12,6,55938973038
SC43,2023-12-12,7,1.33681E+11
SC43,2023-12-12,8,1.94685E+11
SC43,2023-12-12,9,2.03054E+11
SC43,2023-12-12,10,2.28381E+11
SC43,2023-12-12,11,79944280365
